epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
94,222.762,1.04862,0.97681,1.2725,0.86356,0.80686,0.88259,0.6652,0.94917,0.77503,1.21788,6.42183e-05,6.42183e-05,6.42183e-05
95,225.09,1.06787,0.96836,1.28816,0.83054,0.82834,0.88498,0.66662,0.94437,0.76393,1.21315,6.36293e-05,6.36293e-05,6.36293e-05
96,227.445,1.07331,0.96707,1.27949,0.80021,0.85491,0.8863,0.67097,0.9422,0.76312,1.20981,6.30403e-05,6.30403e-05,6.30403e-05
97,229.765,1.1017,0.99426,1.32674,0.86359,0.78241,0.88016,0.6727,0.93757,0.76385,1.20837,6.24512e-05,6.24512e-05,6.24512e-05
98,232.099,1.01885,0.93776,1.28813,0.85761,0.79167,0.88336,0.67148,0.93398,0.76548,1.20586,6.18622e-05,6.18622e-05,6.18622e-05
99,234.551,1.08155,0.96499,1.27559,0.85118,0.79745,0.88277,0.66375,0.93125,0.7646,1.20376,6.12731e-05,6.12731e-05,6.12731e-05
100,236.991,1.08201,0.991,1.32548,0.84356,0.79791,0.88181,0.66445,0.93022,0.76167,1.20314,6.06841e-05,6.06841e-05,6.06841e-05
101,239.332,1.04535,0.91346,1.27763,0.83873,0.81296,0.88494,0.6686,0.92551,0.75964,1.20026,6.0095e-05,6.0095e-05,6.0095e-05
102,241.618,1.05855,0.95952,1.28602,0.81497,0.84442,0.88693,0.67151,0.92366,0.75029,1.19756,5.95059e-05,5.95059e-05,5.95059e-05
103,243.985,1.0312,0.94478,1.25859,0.83748,0.83006,0.88474,0.67504,0.92119,0.74309,1.19439,5.89169e-05,5.89169e-05,5.89169e-05
104,246.469,1.01623,0.91172,1.27523,0.86607,0.8149,0.88611,0.67564,0.9219,0.74186,1.19285,5.83278e-05,5.83278e-05,5.83278e-05
105,248.881,1.02219,0.90432,1.24955,0.8683,0.80866,0.88691,0.675,0.92027,0.74519,1.19117,5.77388e-05,5.77388e-05,5.77388e-05
106,251.248,1.03099,0.94733,1.25375,0.88168,0.8022,0.88469,0.67552,0.91833,0.75311,1.19167,5.71498e-05,5.71498e-05,5.71498e-05
107,253.553,1.02575,0.93746,1.27642,0.87862,0.80705,0.88379,0.67551,0.91318,0.75404,1.19034,5.65607e-05,5.65607e-05,5.65607e-05
108,255.912,1.03952,0.9602,1.27137,0.87734,0.81348,0.88568,0.67674,0.90941,0.74678,1.18778,5.59717e-05,5.59717e-05,5.59717e-05
109,258.281,1.05466,0.9372,1.25347,0.87929,0.81528,0.88747,0.67933,0.90696,0.7381,1.18608,5.53826e-05,5.53826e-05,5.53826e-05
110,260.646,1.06121,0.93573,1.28232,0.89396,0.80474,0.88698,0.67845,0.90658,0.73348,1.1843,5.47935e-05,5.47935e-05,5.47935e-05
111,263.064,1.01159,0.93723,1.24793,0.87493,0.82355,0.88997,0.67591,0.90934,0.72989,1.18484,5.42045e-05,5.42045e-05,5.42045e-05
112,265.414,1.02987,0.91501,1.25148,0.85101,0.84484,0.89136,0.67759,0.90997,0.73047,1.18567,5.36154e-05,5.36154e-05,5.36154e-05
113,267.774,1.02335,0.94787,1.26785,0.84202,0.85152,0.89333,0.68188,0.90904,0.73482,1.18378,5.30264e-05,5.30264e-05,5.30264e-05
114,270.133,1.09458,0.95271,1.29611,0.84073,0.85132,0.89818,0.67971,0.90901,0.73611,1.18282,5.24374e-05,5.24374e-05,5.24374e-05
115,272.493,1.03143,0.97177,1.30863,0.83262,0.85308,0.89648,0.67874,0.90333,0.73457,1.18029,5.18483e-05,5.18483e-05,5.18483e-05
116,274.753,1.04497,0.90897,1.25636,0.85635,0.84405,0.89619,0.68426,0.89907,0.73034,1.17748,5.12593e-05,5.12593e-05,5.12593e-05
117,277.111,1.02065,0.88871,1.24013,0.89004,0.84032,0.89937,0.6909,0.89404,0.72434,1.17656,5.06702e-05,5.06702e-05,5.06702e-05
118,279.424,1.01876,0.93065,1.26281,0.88907,0.82697,0.89326,0.68971,0.89109,0.72347,1.17655,5.00812e-05,5.00812e-05,5.00812e-05
119,281.852,0.97393,0.89116,1.22914,0.89032,0.82152,0.89645,0.69264,0.88515,0.72461,1.17558,4.94921e-05,4.94921e-05,4.94921e-05
120,284.233,1.04216,0.9446,1.23914,0.8972,0.82111,0.89865,0.69585,0.88251,0.72797,1.17497,4.89031e-05,4.89031e-05,4.89031e-05
121,286.859,0.9799,0.87054,1.2418,0.89885,0.82801,0.89734,0.6971,0.88404,0.72718,1.17252,4.8314e-05,4.8314e-05,4.8314e-05
122,289.248,0.99463,0.87902,1.25783,0.89519,0.82136,0.89715,0.69708,0.88411,0.72331,1.16992,4.7725e-05,4.7725e-05,4.7725e-05
123,291.768,0.97839,0.88261,1.23335,0.89211,0.82147,0.89633,0.69752,0.88219,0.72029,1.16602,4.71359e-05,4.71359e-05,4.71359e-05
124,294.227,0.99245,0.93006,1.27613,0.88769,0.81581,0.89277,0.69624,0.87868,0.71877,1.16236,4.65469e-05,4.65469e-05,4.65469e-05
125,296.535,0.98811,0.86676,1.21109,0.89572,0.79908,0.89238,0.69717,0.87456,0.71324,1.15948,4.59578e-05,4.59578e-05,4.59578e-05
126,299.023,0.99803,0.9249,1.25864,0.90095,0.7997,0.89177,0.70015,0.87326,0.71117,1.16123,4.53688e-05,4.53688e-05,4.53688e-05
127,301.408,1.01625,0.91139,1.26916,0.90478,0.80497,0.89325,0.69999,0.87099,0.71221,1.16231,4.47797e-05,4.47797e-05,4.47797e-05
128,303.733,0.9894,0.88177,1.24177,0.90115,0.81604,0.89697,0.70047,0.87077,0.70778,1.16209,4.41907e-05,4.41907e-05,4.41907e-05
129,306.05,0.98363,0.8724,1.22238,0.90781,0.8106,0.89653,0.70228,0.86679,0.70279,1.1593,4.36016e-05,4.36016e-05,4.36016e-05
130,308.353,0.9627,0.86534,1.21586,0.90285,0.82038,0.89871,0.70653,0.86304,0.70121,1.15555,4.30125e-05,4.30125e-05,4.30125e-05
131,310.981,1.01744,0.87678,1.22671,0.89663,0.82253,0.89828,0.70595,0.85876,0.69962,1.15093,4.24235e-05,4.24235e-05,4.24235e-05
132,313.413,1.00085,0.88418,1.2203,0.90358,0.81262,0.89724,0.70795,0.85503,0.69445,1.14584,4.18344e-05,4.18344e-05,4.18344e-05
133,315.741,0.95972,0.8368,1.22424,0.89698,0.82561,0.89514,0.70616,0.85298,0.69283,1.14404,4.12454e-05,4.12454e-05,4.12454e-05
134,318.155,0.98344,0.88363,1.22804,0.88686,0.83005,0.89713,0.71119,0.85128,0.69374,1.14208,4.06563e-05,4.06563e-05,4.06563e-05
