epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,158.746,0.94077,0.81549,1.15714,0.9038,0.76602,0.87104,0.6896,0.85686,0.65294,1.0714,8.13008e-05,8.13008e-05,8.13008e-05
66,161.323,0.97552,0.80918,1.1458,0.86978,0.79643,0.8763,0.68878,0.85412,0.65207,1.0709,8.07118e-05,8.07118e-05,8.07118e-05
67,163.77,0.94965,0.81917,1.15109,0.87315,0.79273,0.87695,0.69039,0.85467,0.66037,1.07222,8.01227e-05,8.01227e-05,8.01227e-05
68,166.33,0.96737,0.8317,1.17831,0.85693,0.80466,0.87784,0.68747,0.85485,0.66341,1.07262,7.95337e-05,7.95337e-05,7.95337e-05
69,168.693,0.96964,0.82461,1.17873,0.82117,0.82411,0.8791,0.69135,0.85005,0.65412,1.07015,7.89446e-05,7.89446e-05,7.89446e-05
70,171.145,0.97185,0.85376,1.1928,0.82895,0.82454,0.88075,0.69391,0.84457,0.64201,1.06261,7.83556e-05,7.83556e-05,7.83556e-05
71,173.561,0.93721,0.80658,1.13918,0.88537,0.80946,0.88145,0.69717,0.84003,0.63522,1.05667,7.77665e-05,7.77665e-05,7.77665e-05
72,176.069,0.95354,0.85404,1.16575,0.88236,0.80395,0.88188,0.69748,0.8326,0.62961,1.04958,7.71775e-05,7.71775e-05,7.71775e-05
73,178.53,0.93899,0.77747,1.14298,0.88197,0.80677,0.88548,0.70149,0.8244,0.62679,1.04728,7.65884e-05,7.65884e-05,7.65884e-05
74,181.121,0.97553,0.79568,1.14876,0.87988,0.80916,0.88575,0.69675,0.82622,0.63222,1.04993,7.59994e-05,7.59994e-05,7.59994e-05
75,183.613,0.96939,0.81416,1.18673,0.87516,0.80244,0.87838,0.6954,0.83237,0.63703,1.05453,7.54103e-05,7.54103e-05,7.54103e-05
76,186.119,0.88882,0.74758,1.12214,0.88333,0.80541,0.87919,0.69939,0.82405,0.63182,1.05106,7.48213e-05,7.48213e-05,7.48213e-05
77,188.653,0.91502,0.7872,1.14474,0.88753,0.79531,0.87828,0.70361,0.81651,0.62139,1.04652,7.42322e-05,7.42322e-05,7.42322e-05
78,191.123,0.95624,0.82144,1.16552,0.88723,0.80001,0.87865,0.70717,0.81423,0.61813,1.04418,7.36432e-05,7.36432e-05,7.36432e-05
79,193.664,0.89956,0.76983,1.13053,0.88679,0.80702,0.88782,0.7061,0.81109,0.61457,1.04185,7.30541e-05,7.30541e-05,7.30541e-05
80,196.147,0.95117,0.7775,1.14485,0.87277,0.81638,0.88839,0.70784,0.80888,0.6128,1.0413,7.24651e-05,7.24651e-05,7.24651e-05
81,198.674,0.93094,0.78325,1.13915,0.85629,0.81947,0.88524,0.70424,0.80833,0.60892,1.04127,7.1876e-05,7.1876e-05,7.1876e-05
82,201.14,0.88851,0.74043,1.13189,0.85942,0.81916,0.88549,0.70326,0.8055,0.60775,1.04051,7.12869e-05,7.12869e-05,7.12869e-05
83,203.51,0.89747,0.76934,1.13237,0.85804,0.82266,0.88788,0.71115,0.80253,0.60581,1.0393,7.06979e-05,7.06979e-05,7.06979e-05
84,206.141,0.92119,0.77286,1.12868,0.877,0.80894,0.89112,0.71307,0.80164,0.60671,1.03884,7.01088e-05,7.01088e-05,7.01088e-05
85,208.738,0.91685,0.77819,1.13366,0.87573,0.80398,0.88664,0.71413,0.80105,0.60698,1.03761,6.95198e-05,6.95198e-05,6.95198e-05
